puzzle_id,prompt_style,book_move,generated_move,topprob_move,book_move_rank,book_move_logprob,topprob_logprob,generated_move_logprob,margin_book_vs_top,book_move_in_top1,book_move_in_top3,book_move_in_top5,generated_equals_topprob
Twkjy,calc,e4e3,e3e2,b7c6,2,-18.25390625,-16.939453125,-19.60546875,-1.314453125,False,True,True,False
bKS8S,calc,c6f6,d6d4,e8e5,4,-20.16796875,-6.2109375,-20.078125,-13.95703125,False,False,True,False
b5fDe,calc,h7h6,d4d3,e7e8,5,-17.078125,-8.546875,-16.234375,-8.53125,False,False,True,False
kQy45,calc,f3f2,g3g4,g2f2,4,-25.0859375,-21.046875,-21.10504150390625,-4.0390625,False,False,True,False
UztgU,calc,g8f7,a1a4,g8h8,3,-19.8125,-14.23046875,-27.1875,-5.58203125,False,True,True,False
8sE0T,calc,d7c6,d7d8q,d7d8,2,-10.7265625,-10.1484375,-16.8046875,-0.578125,False,True,True,False
nJvGB,calc,f3g4,f4f5,f3e2,5,-24.953125,-21.84765625,-21.907470703125,-3.10546875,False,False,True,False
6uPrP,calc,e4d3,b4a3,e4e5,4,-16.64453125,-13.2642822265625,-22.8125,-3.3802490234375,False,False,True,False
2jYi7,calc,d5d4,c4c3,d5d4,1,-14.48828125,-14.48828125,-19.953125,0.0,True,True,True,False
L9eN5,calc,d3c3,c4b6,d3c3,1,-15.7890625,-15.7890625,-22.890625,0.0,True,True,True,False
SX2rv,calc,f6g5,g7g6,g7g6,4,-28.7734375,-14.42041015625,-14.42041015625,-14.35302734375,False,False,True,True
ELuQg,calc,f8e7,f7f6,g7g6,3,-18.8359375,-11.4697265625,-23.955078125,-7.3662109375,False,True,True,False
dtp9f,calc,c2g6,c2c3,e7e6,7,-24.6015625,-6.2578125,-7.29296875,-18.34375,False,False,False,False
i10NI,calc,b3a4,c4c5,f2f3,4,-23.1328125,-15.54296875,-17.625,-7.58984375,False,False,True,False
k8YpU,calc,e5e4,d2d3,e7e8,6,-15.82421875,-6.49609375,-7.880859375,-9.328125,False,False,False,False
ncaqo,calc,g5g6,g5g4,g7g8,5,-19.90234375,-12.7890625,-19.27734375,-7.11328125,False,False,True,False
w1v9S,calc,d5d6,d5d6,g8h8,2,-15.8515625,-15.348388671875,-15.8515625,-0.503173828125,False,True,True,False
VYJU3,calc,d3a6,b7b8,b7b8,7,-24.984375,-16.4765625,-16.4765625,-8.5078125,False,False,False,True
3P3lL,calc,h2h4,b5b4,h1g1,3,-19.171875,-16.016155242919922,-18.6982421875,-3.155719757080078,False,True,True,False
URiVe,calc,b1b4,b5b8,b1c1,3,-24.09375,-14.91015625,-29.04296875,-9.18359375,False,True,True,False
tyrhq,calc,e7d7,c8c7,c8c7,3,-13.6328125,-6.54296875,-6.54296875,-7.08984375,False,True,True,True
SbvGn,calc,d5e4,e5e6,d5c5,5,-17.72265625,-13.6708984375,-14.2421875,-4.0517578125,False,False,True,False
PfZob,calc,f7e7,f7f6,e2f1,3,-28.09375,-13.2109375,-28.13671875,-14.8828125,False,True,True,False
HyQm3,calc,f3f2,g2g1q,g2g3,6,-23.921875,-10.1611328125,-17.9453125,-13.7607421875,False,False,False,False
Da4qD,calc,e6d6,a7a6,a7a6,3,-17.28125,-13.3162841796875,-13.3162841796875,-3.9649658203125,False,True,True,True
Ftwet,calc,d7b6,d7f6,d7f6,5,-13.69921875,-11.79345703125,-11.79345703125,-1.90576171875,False,False,True,True
zDoiQ,calc,g7g8,a2a1q,g7g8,1,-17.546875,-17.546875,-24.203125,0.0,True,True,True,False
kIjcJ,calc,a7a5,e2e3,e2e3,7,-18.515625,-4.98486328125,-4.98486328125,-13.53076171875,False,False,False,True
vOyHq,calc,f3e4,f4g3,f3e4,1,-22.5859375,-22.5859375,-27.21875,0.0,True,True,True,False
apctn,calc,g7g6,a8a7,a8a7,2,-16.203857421875,-13.8123779296875,-13.8123779296875,-2.3914794921875,False,True,True,True
5Zepl,calc,e6e7,c1c3,g1f1,4,-14.17578125,-12.28125,-12.955078125,-1.89453125,False,False,True,False
gYZU2,calc,a7b8,e2e3,e2e3,4,-28.03125,-4.2666015625,-4.2666015625,-23.7646484375,False,False,True,True
yIzoA,calc,d1d2,d6d7,d1d2,1,-8.7158203125,-8.7158203125,-14.8515625,0.0,True,True,True,False
U8IpH,calc,a8h8,a7a8q,a8e8,3,-14.3046875,-10.408935546875,-26.6875,-3.895751953125,False,True,True,False
ZHIgj,calc,d7e7,d7d1,d7e7,1,-12.4375,-12.4375,-17.1015625,0.0,True,True,True,False
E04eO,calc,e1e2,e1e2,e1e2,1,-8.46240234375,-8.46240234375,-8.46240234375,0.0,True,True,True,True
77KFr,calc,b5c6,a5a4,a5a4,2,-18.8515625,-17.0546875,-17.0546875,-1.796875,False,True,True,True
GKpUv,calc,a8b8,b4a4,a8e8,4,-17.82421875,-12.9375,-21.96875,-4.88671875,False,False,True,False
R2Ztu,calc,g1f1,g4g5,d2d4,2,-13.828125,-10.1640625,-19.610679626464844,-3.6640625,False,True,True,False
HbVvI,calc,a1c1,,a1c1,1,-14.2657470703125,-14.2657470703125,,0.0,True,True,True,False
Vpdi7,calc,g3h4,a7a8q,f2f3,3,-23.5859375,-15.0,-28.515625,-8.5859375,False,True,True,False
zDwOn,calc,b3b4,a3a4,a5a6,3,-22.572265625,-16.8251953125,-17.423828125,-5.7470703125,False,True,True,False
4cNfD,calc,d7d3,d7d8,d7d8,2,-9.734375,-7.65625,-7.65625,-2.078125,False,True,True,True
wjcCS,calc,f7e7,a7a6,g7g5,5,-27.078125,-14.0703125,-14.3037109375,-13.0078125,False,False,True,False
v97Y0,calc,d7c7,d5d4,c8c7,3,-11.8828125,-7.978515625,-14.919921875,-3.904296875,False,True,True,False
Lc4KS,calc,g4h4,g4g5,g4g5,2,-20.828125,-20.00183868408203,-20.00183868408203,-0.8262863159179688,False,True,True,True
zIti8,calc,a8c8,c8c7,c8c7,5,-12.859375,-5.86328125,-5.86328125,-6.99609375,False,False,True,True
Hc1jN,calc,c8f8,d5d6,c8c7,6,-16.1171875,-9.1015625,-15.1875,-7.015625,False,False,False,False
l5PeI,calc,e6d7,d4d3,e6e7,3,-19.12890625,-13.38671875,-17.421875,-5.7421875,False,True,True,False
mQQu4,calc,d5f5,d5d4,d5d4,5,-16.408203125,-13.435546875,-13.435546875,-2.97265625,False,False,True,True
iXiDq,calc,d4d5,d4d5,d4d5,1,-14.523681640625,-14.523681640625,-14.523681640625,0.0,True,True,True,True
2hEbU,calc,e7f8,b5b4,e7e8,5,-14.20703125,-3.63232421875,-14.404296875,-10.57470703125,False,False,True,False
vwqN0,calc,a3a1,a4a3,a3e3,4,-22.421875,-19.9765625,-21.390625,-2.4453125,False,False,True,False
xADUV,calc,f6b6,g7g6,g7g6,7,-28.8125,-14.688720703125,-14.688720703125,-14.123779296875,False,False,False,True
vprZK,calc,e8e7,f8f1,e8e7,1,-9.29296875,-9.29296875,-26.5,0.0,True,True,True,False
HdZlB,calc,g4g2,g4g3,h7h8,7,-33.15625,-16.625,-30.21875,-16.53125,False,False,False,False
CIW0X,calc,b6b5,b7b6,b7b6,6,-23.328125,-16.23046875,-16.23046875,-7.09765625,False,False,False,True
LSmFL,calc,g6g7,g7g8q,g7g8q,7,-19.84765625,-14.75,-14.75,-5.09765625,False,False,False,True
Sgwr0,calc,e3h3,f6f5,e3a3,2,-17.5546875,-16.8671875,-23.53515625,-0.6875,False,True,True,False
Lphsj,calc,b3b4,d4d5,d4d5,7,-22.210693359375,-13.8115234375,-13.8115234375,-8.399169921875,False,False,False,True
NT8FO,calc,f5e5,d5d4,d5d4,2,-23.6015625,-14.57421875,-14.57421875,-9.02734375,False,True,True,True
utUIY,calc,f8c5,f7f6,f8c5,1,-19.35546875,-19.35546875,-27.72265625,0.0,True,True,True,False
aevnG,calc,b2c3,d3d2,e6e7,2,-12.755859375,-12.7265625,-16.5390625,-0.029296875,False,True,True,False
r255J,calc,c4c1,f4f3,g8h8,5,-23.6484375,-14.78515625,-30.328125,-8.86328125,False,False,True,False
CQDvs,calc,b5b6,a6a7,a6a7,3,-19.38671875,-17.7265625,-17.7265625,-1.66015625,False,True,True,True
uSOnS,calc,a4a3,e4e3,e8d8,6,-21.375,-10.79541015625,-18.34375,-10.57958984375,False,False,False,False
gY8HY,calc,f4f3,,g6g7,7,-24.96875,-20.515625,,-4.453125,False,False,False,False
0qHfo,calc,b4b5,,b4b5,1,-17.7440185546875,-17.7440185546875,,0.0,True,True,True,False
LFQho,calc,a7a4,a7a8q,a7a8,4,-22.03125,-16.34375,-24.03125,-5.6875,False,False,True,False
qEHyk,calc,a1c1,e7e8q,e7e8,3,-14.18896484375,-6.828125,-17.265625,-7.36083984375,False,True,True,False
QfjW9,calc,f4e5,c6c7,c6c7,7,-23.6484375,-13.7734375,-13.7734375,-9.875,False,False,False,True
PNSQk,calc,f8h7,g4g3,f8h7,1,-19.09375,-19.09375,-27.234375,0.0,True,True,True,False
3Y23P,calc,f7f5,d6d5,d6d5,7,-28.3671875,-15.7548828125,-15.7548828125,-12.6123046875,False,False,False,True
PdqBL,calc,e7e6,f2f1q,e7e8,2,-12.390625,-12.265625,-28.53125,-0.125,False,True,True,False
3Z3ab,calc,c1c7,c1c8,c1e1,2,-14.66015625,-13.5078125,-15.34765625,-1.15234375,False,True,True,False
nU0Rx,calc,b2b4,e3e6,b2b4,1,-12.59375,-12.59375,-19.3046875,0.0,True,True,True,False
SNEgV,calc,g8h7,g7g5,g8h8,2,-15.3828125,-13.634765625,-19.15625,-1.748046875,False,True,True,False
QweDL,calc,e3f4,a5a6,e3d4,3,-16.611328125,-12.974609375,-16.822265625,-3.63671875,False,True,True,False
r3V4r,calc,d3e3,d4d5,d4d5,4,-20.1953125,-14.146484375,-14.146484375,-6.048828125,False,False,True,True
mej8x,calc,f8e8,f8f1,f8g8,2,-22.5234375,-22.3125,-27.78125,-0.2109375,False,True,True,False
HpXMS,calc,c4d4,g3h2,c4d4,1,-17.2421875,-17.2421875,-24.8515625,0.0,True,True,True,False
n2qbI,calc,a8c8,d7d6,d7d6,5,-18.65625,-7.125,-7.125,-11.53125,False,False,True,True
mxx8B,calc,f4g4,g4g3,f4e3,5,-26.875,-22.9296875,-26.8125,-3.9453125,False,False,True,False
PegvE,calc,f5e4,d5d6,d5d6,3,-24.859375,-15.80859375,-15.80859375,-9.05078125,False,True,True,True
6UxiQ,calc,b3a2,a1a4,b3a2,1,-22.3330078125,-22.3330078125,-24.0,0.0,True,True,True,False
P3y0d,calc,g5g4,c4c3,d4d3,3,-22.84375,-16.7265625,-20.109375,-6.1171875,False,True,True,False
rcpNA,calc,f3f4,b1a3,b1c3,7,-23.7626953125,-10.333984375,-20.5,-13.4287109375,False,False,False,False
ZezjX,calc,a1g1,a1a8,g3h3,2,-23.19921875,-22.580078125,-26.9375,-0.619140625,False,True,True,False
c87ma,calc,c8c3,c8c3,c8d8,2,-12.6875,-12.65625,-12.6875,-0.03125,False,True,True,False
sHnnl,calc,d3e3,d4d5,d4d5,2,-20.0,-15.70849609375,-15.70849609375,-4.29150390625,False,True,True,True
H3SAv,calc,f4f5,g7g8q,g7g8q,4,-24.1007080078125,-22.203125,-22.203125,-1.8975830078125,False,False,True,True
jBbUz,calc,g3g4,g5g6,b1c2,6,-21.017333984375,-13.4111328125,-20.6328125,-7.606201171875,False,False,False,False
KJ6xQ,calc,e4e5,e4e5,e4e5,1,-12.51153564453125,-12.51153564453125,-12.51153564453125,0.0,True,True,True,True
nLvyu,calc,c4d5,d2d4,d2d4,4,-17.484375,-9.0,-9.0,-8.484375,False,False,True,True
eJT8K,calc,f3g4,f3e4,f3e4,5,-26.51953125,-23.203125,-23.203125,-3.31640625,False,False,True,True
vXngG,calc,a5a4,e6e5,e6e5,3,-15.5625,-10.908203125,-10.908203125,-4.654296875,False,True,True,True
gvA77,calc,f7f4,f6f3,f7f8,5,-32.15625,-25.89453125,-34.0234375,-6.26171875,False,False,True,False
Dm5hy,calc,d3c3,d3d4,d3d4,2,-15.03125,-14.611328125,-14.611328125,-0.419921875,False,True,True,True
4VyFC,calc,c1c8,c1c8,c1c8,1,-15.5283203125,-15.5283203125,-15.5283203125,0.0,True,True,True,True
yGzHN,calc,e2c3,e2c3,e2d4,3,-16.1015625,-12.609375,-16.1015625,-3.4921875,False,True,True,False
rKgYv,calc,h5g4,g5g6,b4b5,5,-21.33984375,-16.52734375,-20.3671875,-4.8125,False,False,True,False
8bo4k,calc,b8e8,f7f2,b8e8,1,-13.4462890625,-13.4462890625,-34.796875,0.0,True,True,True,False
hQF8r,calc,g6h5,e8e1,e8e1,3,-24.0546875,-8.09375,-8.09375,-15.9609375,False,True,True,True
sV2a4,calc,c4c3,c4c5,c4c5,2,-19.09375,-16.28125,-16.28125,-2.8125,False,True,True,True
NHJ7m,calc,f8c8,b2b1q,g8h8,4,-22.25,-15.259765625,-26.109375,-6.990234375,False,False,True,False
tXSzK,calc,g2g3,f5g7,g2g3,1,-10.986328125,-10.986328125,-32.8046875,0.0,True,True,True,False
XWMn8,calc,f1b5,e3d4,e3d4,6,-22.763671875,-12.78515625,-12.78515625,-9.978515625,False,False,False,True
E5n3V,calc,d3c2,d3d4,d3d4,4,-19.15625,-15.1455078125,-15.1455078125,-4.0107421875,False,False,True,True
Pt8Wh,calc,c5c1,c5c7,c5c7,4,-21.7890625,-19.1640625,-19.1640625,-2.625,False,False,True,True
tlhqi,calc,d5c4,f1f3,d5c5,3,-15.140625,-12.890625,-22.390625,-2.25,False,True,True,False
EZ8V0,calc,a6b5,a2a3,a2a3,6,-22.28125,-13.5322265625,-13.5322265625,-8.7490234375,False,False,False,True
9tJ4L,calc,e5f4,e5e4,e5e4,6,-18.890625,-14.71875,-14.71875,-4.171875,False,False,False,True
977KP,calc,d4d3,d4d5,d1d3,3,-16.921875,-12.171875,-13.915771484375,-4.75,False,True,True,False
GBlM4,calc,e8e6,e8f8,e8e6,1,-9.21484375,-9.21484375,-11.10498046875,0.0,True,True,True,False
MZpEw,calc,b5c6,b4b1,c8e8,4,-17.01953125,-13.953125,-24.75,-3.06640625,False,False,True,False
MndOq,calc,b4a4,a3a2,b4c3,7,-21.09375,-15.302734375,-16.5078125,-5.791015625,False,False,False,False
5TtQ6,calc,c3e2,d4c4,d4c4,7,-22.03125,-16.0859375,-16.0859375,-5.9453125,False,False,False,True
cV9av,calc,b6b5,g4g5,c6c5,3,-22.7314453125,-15.69140625,-19.873138427734375,-7.0400390625,False,True,True,False
Jiupk,calc,d4d3,d4d3,d4d3,1,-15.84375,-15.84375,-15.84375,0.0,True,True,True,True
HNkVI,calc,f8e6,f7h6,e5e6,4,-20.953125,-10.34765625,-24.57421875,-10.60546875,False,False,True,False
ujuMU,calc,e6h3,d5d4,d5d4,7,-27.15625,-13.783203125,-13.783203125,-13.373046875,False,False,False,True
hH9UZ,calc,e2e3,c1c6,e2e3,1,-5.3466796875,-5.3466796875,-15.80224609375,0.0,True,True,True,False
OeJ01,calc,c2c3,c2c3,c2c3,1,-8.322265625,-8.322265625,-8.322265625,0.0,True,True,True,True
ZLmLu,calc,g4d7,d8d7,d8d7,7,-27.0,-6.619140625,-6.619140625,-20.380859375,False,False,False,True
c6EK4,calc,c1a1,c1c8,c1c5,2,-15.451171875,-15.3779296875,-17.0029296875,-0.0732421875,False,True,True,False
v3BkQ,calc,d4d5,c4b3,d4d5,1,-14.46484375,-14.46484375,-20.5703125,0.0,True,True,True,False
M3sHr,calc,d5d3,d5d6,d5d6,3,-21.4296875,-15.41796875,-15.41796875,-6.01171875,False,True,True,True
NBRpY,calc,d5e4,e1e4,e1f1,3,-17.921875,-9.98828125,-14.45703125,-7.93359375,False,True,True,False
khTtu,calc,c4a3,c4c5,f2f1,4,-19.34375,-14.29296875,-17.453125,-5.05078125,False,False,True,False
ypK1p,calc,a8a1,d4d1,a8e8,4,-17.609375,-11.8720703125,-25.3046875,-5.7373046875,False,False,True,False
7F1Ki,calc,e8e7,d8e1,e8e7,1,-9.06640625,-9.06640625,-20.59375,0.0,True,True,True,False
RgCGm,calc,g5g6,g5g6,b3b4,2,-21.00390625,-19.71240234375,-21.00390625,-1.29150390625,False,True,True,False
7MVnh,calc,c1c3,b2b3,c1c3,1,-12.8955078125,-12.8955078125,-14.30078125,0.0,True,True,True,False
yjsCd,calc,h3g3,g4g1,h3g3,1,-25.625,-25.625,-31.796875,0.0,True,True,True,False
1Sv76,calc,f6f8,c7c8q,c7c8q,2,-35.34375,-17.578125,-17.578125,-17.765625,False,True,True,True
2Igqe,calc,a5b4,d5d4,d5d4,4,-20.45703125,-14.109375,-14.109375,-6.34765625,False,False,True,True
HYCOc,calc,c5c4,d5d4,g7g6,4,-13.4921875,-9.1845703125,-13.4375,-4.3076171875,False,False,True,False
pgjec,calc,g7g6,g6f5,g7g6,1,-15.8116455078125,-15.8116455078125,-24.875,0.0,True,True,True,False
6AH2V,calc,a1e1,e3e8,f2f3,5,-20.625789642333984,-14.65625,-21.53125,-5.969539642333984,False,False,True,False
5X5ot,calc,a6b6,a5a6,a5a6,3,-20.29443359375,-16.208984375,-16.208984375,-4.08544921875,False,True,True,True
oX4Em,calc,f3g3,g5g6,g5g6,7,-27.5546875,-20.5546875,-20.5546875,-7.0,False,False,False,True
Nejpc,calc,a8g2,a1a5,a8e8,6,-21.875,-11.34228515625,-24.875,-10.53271484375,False,False,False,False
UXgoT,calc,g6f6,g3g2,h8g8,5,-24.5078125,-16.610076904296875,-29.78125,-7.897735595703125,False,False,True,False
2kArn,calc,f2f3,d1d3,d1d3,2,-15.953125,-12.7734375,-12.7734375,-3.1796875,False,True,True,True
Vyltw,calc,e6f5,b4b1,e6e5,5,-20.2890625,-13.880859375,-24.0,-6.408203125,False,False,True,False
OtykF,calc,h6f6,h4h3,h6c6,5,-26.21875,-22.4140625,-27.0625,-3.8046875,False,False,True,False
ijBPV,calc,d7a4,d7d8q,d7d8,7,-22.546875,-9.0,-16.71875,-13.546875,False,False,False,False
oxfFI,calc,g4g5,b7b8q,b8e8,6,-20.424575805664062,-15.0302734375,-24.59375,-5.3943023681640625,False,False,False,False
simc6,calc,c3d2,d3d4,d3d4,2,-18.125,-14.8662109375,-14.8662109375,-3.2587890625,False,True,True,True
oAcTW,calc,f6f7,f4f7,f6d6,6,-30.90625,-25.56640625,-35.1015625,-5.33984375,False,False,False,False
bXQ4S,calc,e5e6,e4e5,e4e5,2,-14.13671875,-13.2353515625,-13.2353515625,-0.9013671875,False,True,True,True
3C91k,calc,a2a4,a2a1q,a2a4,1,-17.03125,-17.03125,-27.28125,0.0,True,True,True,False
Zu7xw,calc,f4f3,a2a1q,g8h8,6,-24.765625,-10.075927734375,-25.28125,-14.689697265625,False,False,False,False
SNOtd,calc,f3e4,,e7e8,7,-21.375,-3.689453125,,-17.685546875,False,False,False,False
ZZfl0,calc,f2g2,f2f1q,g7g5,6,-27.1875,-17.46875,-24.546875,-9.71875,False,False,False,False
FwgrC,calc,b4b3,c4c3,b4b3,1,-17.2109375,-17.2109375,-17.9921875,0.0,True,True,True,False
cFyan,calc,c2c5,b4b3,c2c1,3,-17.0859375,-12.7578125,-18.4609375,-4.328125,False,True,True,False
WkWg7,calc,c7f7,a4a5,c7c8,4,-17.9296875,-9.2734375,-18.2578125,-8.65625,False,False,True,False
PeP5L,calc,e8d7,d5d4,e8f8,2,-13.4609375,-11.86865234375,-14.365234375,-1.59228515625,False,True,True,False
2Cl3z,calc,c5c4,d5c4,c7c6,5,-16.71875,-6.90625,-17.3828125,-9.8125,False,False,True,False
ONtMr,calc,d4f6,d4d2,g7g6,6,-26.140625,-19.137451171875,-23.421875,-7.003173828125,False,False,False,False
PB5dV,calc,h6g6,h7h6,h7h6,3,-22.5546875,-16.3125,-16.3125,-6.2421875,False,True,True,True
6Gpig,calc,c4c5,d4d5,d4d5,2,-16.5078125,-14.14306640625,-14.14306640625,-2.36474609375,False,True,True,True
Ap4wd,calc,a3e3,a3a4,e8d8,4,-20.888671875,-12.34979248046875,-18.08984375,-8.53887939453125,False,False,True,False
OHptG,calc,g3g2,g1g5,c6c7,7,-29.796875,-14.32421875,-21.671875,-15.47265625,False,False,False,False
xQd1m,calc,c4c5,b6c5,c4c5,1,-18.625,-18.625,-21.40625,0.0,True,True,True,False
3JB7j,calc,d2d1q,d2d1q,c1b1,2,-18.0234375,-17.60546875,-18.0234375,-0.41796875,False,True,True,False
UfPl5,calc,f3f4,e3e4,e3e4,7,-23.2421875,-5.87872314453125,-5.87872314453125,-17.36346435546875,False,False,False,True
FaVQH,calc,c6c5,,c6c5,1,-15.357421875,-15.357421875,,0.0,True,True,True,False
MAncS,calc,f2f5,d4d5,d4d5,2,-19.71875,-13.923828125,-13.923828125,-5.794921875,False,True,True,True
6b1AF,calc,e3e2,b4b3,e3e4,4,-14.5625,-6.62628173828125,-17.953125,-7.93621826171875,False,False,True,False
ziJzK,calc,d8d5,d4e3,d8d5,1,-9.5625,-9.5625,-20.5625,0.0,True,True,True,False
itDJv,teaching,g2f1,d5c6,d5c6,7,-27.6875,-17.765625,-17.765625,-9.921875,False,False,False,True
WWNuA,teaching,h7h8,e3e2,g7g6,2,-18.015625,-14.258544921875,-21.59375,-3.757080078125,False,True,True,False
27mZU,teaching,b4e1,f7f6,e6d7,5,-30.25,-20.359375,-28.8623046875,-9.890625,False,False,True,False
GjeRT,teaching,g4f3,e3e2,e8d8,7,-21.921875,-8.003662109375,-16.57421875,-13.918212890625,False,False,False,False
vDBk4,teaching,b7b5,c6c7,c6c7,2,-20.125,-18.875,-18.875,-1.25,False,True,True,True
dZAWw,teaching,b8b6,f7f4,g8h8,5,-22.1875,-12.111328125,-34.375,-10.076171875,False,False,True,False
QwfQg,teaching,e2e4,e2e8,e2e4,1,-5.974609375,-5.974609375,-18.076171875,0.0,True,True,True,False
qddOZ,teaching,d4c5,d4d3,d4c5,1,-13.921875,-13.921875,-16.34375,0.0,True,True,True,False
LQ1DK,teaching,e6e5,e6e5,e6e5,1,-15.767578125,-15.767578125,-15.767578125,0.0,True,True,True,True
Aveae,teaching,e6e5,c7d5,c7a6,3,-16.8359375,-13.890625,-16.359375,-2.9453125,False,True,True,False
Uvvcu,teaching,c7c8q,d7d8q,d7d8,6,-18.984375,-10.28125,-18.125,-8.703125,False,False,False,False
ki2l1,teaching,c2c5,f4f3,c2c5,1,-18.8828125,-18.8828125,-29.0625,0.0,True,True,True,False
MJWFH,teaching,b5b4,d4d3,d4d3,4,-23.2437744140625,-17.2890625,-17.2890625,-5.9547119140625,False,False,True,True
DdeT2,teaching,b4b3,d2d1,d2d1,7,-22.9921875,-10.71875,-10.71875,-12.2734375,False,False,False,True
T3WAo,teaching,g7b7,g7g6,g7g6,7,-21.796875,-13.818359375,-13.818359375,-7.978515625,False,False,False,True
T1Yv7,teaching,c4b5,c4b5,c4d5,5,-22.75,-18.375,-22.75,-4.375,False,False,True,False
p2RG8,teaching,a5b4,a7a8q,e3c4,5,-23.58984375,-15.61328125,-33.109375,-7.9765625,False,False,True,False
gXW2k,teaching,b3b2,c3c2,c3c4,7,-26.9140625,-16.4765625,-17.484375,-10.4375,False,False,False,False
xQNjx,teaching,e3h3,e3e6,e7e8,3,-18.359375,-7.544921875,-21.109375,-10.814453125,False,True,True,False
shDt9,teaching,f5f6,f5f6,f4e5,3,-25.8115234375,-22.626953125,-25.8115234375,-3.1845703125,False,True,True,False
y4vck,teaching,f3e4,g6g7,g6h7,2,-22.166015625,-21.98828125,-22.4375,-0.177734375,False,True,True,False
mWLmD,teaching,g4d1,g4h3,g4f3,5,-24.7109375,-20.8671875,-21.0703125,-3.84375,False,False,True,False
TbN5O,teaching,d3e5,d3c5,d3c5,2,-19.5546875,-18.7578125,-18.7578125,-0.796875,False,True,True,True
vJaUr,teaching,b3b8,b2b1q,a8a7,4,-32.53125,-16.63604736328125,-31.84375,-15.89520263671875,False,False,True,False
ayVZn,teaching,d7c6,a6a5,d7d8,2,-10.99609375,-10.21875,-19.11572265625,-0.77734375,False,True,True,False
Jvi0t,teaching,g5g4,f3e4,g5g4,1,-20.421875,-20.421875,-22.841796875,0.0,True,True,True,False
ON7OP,teaching,b4b5,b4b5,b4b5,1,-19.51165771484375,-19.51165771484375,-19.51165771484375,0.0,True,True,True,True
LIlmt,teaching,c2b1,c2d3,c5d6,4,-21.2275390625,-20.2109375,-21.5625,-1.0166015625,False,False,True,False
Twkjy,teaching,e4e3,e4e3,e4e3,1,-20.015625,-20.015625,-20.015625,0.0,True,True,True,True
bKS8S,teaching,c6f6,c6c5,e8e5,4,-22.578125,-8.8515625,-17.888671875,-13.7265625,False,False,True,False
b5fDe,teaching,h7h6,e7e6,e7e6,5,-17.533203125,-9.837890625,-9.837890625,-7.6953125,False,False,True,True
kQy45,teaching,f3f2,f3f6,g3h2,2,-27.0078125,-23.390625,-33.1640625,-3.6171875,False,True,True,False
UztgU,teaching,g8f7,a1a4,g8h8,3,-22.5,-13.7060546875,-30.9375,-8.7939453125,False,True,True,False
8sE0T,teaching,d7c6,d2d7,d7d8,2,-11.041015625,-10.8359375,-19.6953125,-0.205078125,False,True,True,False
nJvGB,teaching,f3g4,f4f5,f3e4,4,-25.3046875,-21.796875,-23.7652587890625,-3.5078125,False,False,True,False
6uPrP,teaching,e4d3,a5a4,e4e5,4,-16.51171875,-12.829620361328125,-24.5078125,-3.682098388671875,False,False,True,False
2jYi7,teaching,d5d4,d5d4,d5d4,1,-15.3984375,-15.3984375,-15.3984375,0.0,True,True,True,True
L9eN5,teaching,d3c3,c4b6,d3c3,1,-15.55078125,-15.55078125,-25.0390625,0.0,True,True,True,False
SX2rv,teaching,f6g5,g7g6,g7g6,5,-31.4140625,-15.5968017578125,-15.5968017578125,-15.8172607421875,False,False,True,True
ELuQg,teaching,f8e7,f7f6,g7g6,5,-22.453125,-12.870361328125,-27.1953125,-9.582763671875,False,False,True,False
dtp9f,teaching,c2g6,c2c3,c2c3,7,-26.40625,-9.90966796875,-9.90966796875,-16.49658203125,False,False,False,True
i10NI,teaching,b3a4,c4c5,c4c5,3,-24.00390625,-18.6796875,-18.6796875,-5.32421875,False,True,True,True
k8YpU,teaching,e5e4,d2d3,e7e8,5,-18.0234375,-9.0234375,-10.861328125,-9.0,False,False,True,False
ncaqo,teaching,g5g6,g5g4,g7g8,5,-19.80859375,-14.6875,-19.80859375,-5.12109375,False,False,True,False
w1v9S,teaching,d5d6,d5d6,g8h8,2,-17.828125,-14.685546875,-17.828125,-3.142578125,False,True,True,False
VYJU3,teaching,d3a6,b6b7,d3e4,4,-25.875,-17.53271484375,-27.2890625,-8.34228515625,False,False,True,False
3P3lL,teaching,h2h4,b3b4,b5e5,2,-23.21875,-22.859375,-23.69091796875,-0.359375,False,True,True,False
URiVe,teaching,b1b4,b5b4,b5b4,3,-26.4375,-21.67724609375,-21.67724609375,-4.76025390625,False,True,True,True
tyrhq,teaching,e7d7,c8c7,c8c7,4,-14.47265625,-9.483642578125,-9.483642578125,-4.989013671875,False,False,True,True
SbvGn,teaching,d5e4,e5e6,d5c5,4,-18.4921875,-15.021484375,-15.56640625,-3.470703125,False,False,True,False
PfZob,teaching,f7e7,f7f6,e2f1,2,-28.140625,-13.90625,-28.24609375,-14.234375,False,True,True,False
HyQm3,teaching,f3f2,g2g1q,g2g3,5,-26.71875,-15.904296875,-24.484375,-10.814453125,False,False,True,False
Da4qD,teaching,e6d6,e6e5,e6e7,3,-18.921875,-15.66796875,-15.91796875,-3.25390625,False,True,True,False
Ftwet,teaching,d7b6,d7f6,d7f6,4,-15.203125,-13.339599609375,-13.339599609375,-1.863525390625,False,False,True,True
zDoiQ,teaching,g7g8,g7g3,g7g8,1,-17.640625,-17.640625,-25.875,0.0,True,True,True,False
